,Knn,Naive Bayes,Decision tree
0,1.0,1.0,1.0
1,1.0,1.0,1.0
2,0.933333333333,1.0,1.0
3,1.0,0.933333333333,0.933333333333
4,0.8,0.933333333333,0.933333333333
5,0.866666666667,0.866666666667,0.866666666667
6,1.0,1.0,1.0
7,0.866666666667,0.866666666667,0.866666666667
8,0.866666666667,0.866666666667,0.733333333333
9,0.866666666667,1.0,0.933333333333
